Date,Open,High,Low,Close,Adj Close,Volume
2022-02-14,404.42999267578125,405.989990234375,400.239990234375,403.6199951171875,398.8688049316406,10167600
2022-02-15,408.17999267578125,410.2900085449219,407.4599914550781,410.1000061035156,405.2725524902344,6815000
2022-02-16,408.20001220703125,411.8900146484375,406.32000732421875,410.5899963378906,405.7567443847656,7743800
2022-02-17,407.489990234375,407.9800109863281,401.2300109863281,401.8599853515625,397.1295471191406,7541000
2022-02-18,402.1499938964844,403.30999755859375,397.0,399.2900085449219,394.58978271484375,10570800
2022-02-22,397.04998779296875,400.3699951171875,391.510009765625,394.9200134277344,390.2712707519531,10414700
2022-02-23,397.739990234375,398.32000732421875,387.3800048828125,387.80999755859375,383.2449035644531,12154900
2022-02-24,377.760009765625,394.1700134277344,377.5,393.7699890136719,389.1347351074219,21277200
2022-02-25,394.95001220703125,402.5199890136719,393.3999938964844,402.3699951171875,397.6335144042969,11665200
2022-02-28,397.17999267578125,402.8500061035156,396.0,401.3599853515625,396.6354064941406,11855900
2022-03-01,400.010009765625,401.9200134277344,392.7900085449219,395.3399963378906,390.6863098144531,9124400
2022-03-02,397.7200012207031,404.1000061035156,396.7799987792969,402.6000061035156,397.8608093261719,8185200
2022-03-03,405.0199890136719,405.5400085449219,398.8800048828125,400.5799865722656,395.86456298828125,8745300
2022-03-04,396.92999267578125,398.42999267578125,393.3699951171875,397.3399963378906,392.6627502441406,6317700
2022-03-07,396.7300109863281,397.0,385.55999755859375,385.6099853515625,381.0708312988281,8411500
2022-03-08,385.760009765625,392.739990234375,381.6400146484375,382.70001220703125,378.195068359375,9356100
2022-03-09,390.8800048828125,394.8500061035156,388.7200012207031,392.8999938964844,388.2749938964844,5812600
2022-03-10,388.44000244140625,392.010009765625,386.5299987792969,391.1499938964844,386.5456237792969,6394800
2022-03-11,393.6199951171875,394.19000244140625,385.67999267578125,386.1600036621094,381.61431884765625,5872800
2022-03-14,387.07000732421875,390.2699890136719,382.25,383.3399963378906,378.8275451660156,6455000
2022-03-15,385.8599853515625,392.3699951171875,384.6300048828125,391.75,387.1385498046875,5739400
2022-03-16,395.5,400.54998779296875,390.54998779296875,400.510009765625,395.7954406738281,7407300
2022-03-17,398.6400146484375,405.55999755859375,398.29998779296875,405.4100036621094,400.63775634765625,5177500
2022-03-18,403.9800109863281,410.2799987792969,403.239990234375,409.8900146484375,405.0650329589844,5875000
2022-03-21,409.8399963378906,411.75,406.42999267578125,409.9100036621094,405.08477783203125,4159500
2022-03-22,411.20001220703125,415.5199890136719,411.20001220703125,414.6700134277344,409.7887878417969,4231700
2022-03-23,412.1600036621094,413.6199951171875,409.2900085449219,409.3299865722656,404.5115966796875,3742600
2022-03-24,409.8900146484375,414.1000061035156,408.80999755859375,414.0199890136719,410.5243835449219,2977300
2022-03-25,414.7900085449219,416.3599853515625,412.2099914550781,416.1199951171875,412.606689453125,3638000
2022-03-28,415.5,419.04998779296875,413.69000244140625,418.989990234375,415.45245361328125,3395300
2022-03-29,422.9599914550781,424.7200012207031,420.25,424.2900085449219,420.70770263671875,5510600
2022-03-30,423.260009765625,424.010009765625,419.5899963378906,421.6499938964844,418.0899658203125,4794300
2022-03-31,420.9700012207031,421.6700134277344,415.04998779296875,415.1700134277344,411.66473388671875,5876600
2022-04-01,416.67999267578125,416.82000732421875,412.8699951171875,416.32000732421875,412.80499267578125,4663100
2022-04-04,416.45001220703125,419.9599914550781,415.7200012207031,419.8500061035156,416.3052062988281,5117200
2022-04-05,418.55999755859375,420.82000732421875,413.5,414.6600036621094,411.15899658203125,4112000
2022-04-06,410.760009765625,412.6600036621094,407.6400146484375,410.4599914550781,406.99444580078125,5540700
2022-04-07,409.6000061035156,414.29998779296875,407.739990234375,412.5299987792969,409.0469970703125,4954100
2022-04-08,411.8500061035156,414.2200012207031,409.9800109863281,411.5299987792969,408.055419921875,4752800
2022-04-11,408.5,409.05999755859375,403.92999267578125,404.3999938964844,400.9856262207031,3342800
2022-04-12,407.3299865722656,409.7099914550781,401.3699951171875,402.9200134277344,399.5181579589844,6615800
2022-04-13,402.57000732421875,408.20001220703125,402.4800109863281,407.4700012207031,404.0296936035156,4358700
2022-04-14,407.7200012207031,408.7799987792969,402.3399963378906,402.5199890136719,399.1214904785156,3735700
2022-04-18,401.54998779296875,404.2200012207031,400.44000244140625,402.5899963378906,399.19091796875,4305900
2022-04-19,402.5799865722656,409.7699890136719,402.3599853515625,409.0199890136719,405.5666198730469,3841500
2022-04-20,410.82000732421875,411.3900146484375,407.6700134277344,408.7099914550781,405.25921630859375,5067100
2022-04-21,412.3800048828125,413.67999267578125,401.79998779296875,402.6499938964844,399.2503967285156,4670200
2022-04-22,401.6700134277344,401.8900146484375,391.1000061035156,391.6600036621094,388.3531799316406,6326400
2022-04-25,389.4200134277344,394.05999755859375,385.0,393.79998779296875,390.47509765625,8141200
2022-04-26,391.3999938964844,391.5899963378906,382.44000244140625,382.5400085449219,379.3102111816406,8493000
2022-04-27,383.5,388.75,381.5,383.5299987792969,380.2918395996094,6415700
2022-04-28,388.2300109863281,394.8999938964844,383.8699951171875,393.1400146484375,389.8207092285156,7030200
2022-04-29,389.4200134277344,391.45001220703125,378.0,378.70001220703125,375.5025939941406,8221900
2022-05-02,378.7900085449219,382.2699890136719,372.3299865722656,381.0799865722656,377.86248779296875,10737000
2022-05-03,381.6199951171875,385.05999755859375,380.0,382.7300109863281,379.49859619140625,5607700
2022-05-04,383.3500061035156,394.92999267578125,380.2799987792969,394.3399963378906,391.01055908203125,7367500
2022-05-05,390.2200012207031,390.30999755859375,376.3500061035156,380.489990234375,377.2774963378906,10477300
2022-05-06,378.010009765625,381.2799987792969,372.95001220703125,378.1000061035156,374.9076843261719,7959600
2022-05-09,372.3599853515625,373.55999755859375,364.5,365.8999938964844,362.8106689453125,10793200
2022-05-10,371.8999938964844,373.2200012207031,362.9100036621094,366.8399963378906,363.74273681640625,7870800
2022-05-11,365.9700012207031,371.3599853515625,360.2699890136719,360.92999267578125,357.88262939453125,8026900
2022-05-12,357.8399963378906,363.75,354.0199890136719,360.6499938964844,357.6050109863281,7679200
2022-05-13,364.7300109863281,370.5799865722656,363.6400146484375,369.1600036621094,366.04315185546875,5377400
2022-05-16,367.7099914550781,371.3500061035156,365.45001220703125,367.8399963378906,364.73431396484375,4719800
2022-05-17,373.6600036621094,375.55999755859375,370.0799865722656,375.20001220703125,372.0321960449219,4513300
2022-05-18,370.9800109863281,371.1600036621094,359.0,360.3399963378906,357.2976379394531,6883600
2022-05-19,357.1700134277344,362.2300109863281,355.8500061035156,357.92999267578125,354.907958984375,6359500
2022-05-20,361.4100036621094,361.95001220703125,349.760009765625,358.0199890136719,354.9971923828125,8755900
2022-05-23,361.0899963378906,365.57000732421875,358.8500061035156,364.80999755859375,361.7298889160156,5254900
2022-05-24,360.8500061035156,363.2099914550781,355.70001220703125,362.17999267578125,359.1221008300781,5567300
2022-05-25,360.5400085449219,367.1600036621094,360.2699890136719,365.20001220703125,362.1166076660156,5704600
2022-05-26,366.45001220703125,374.1300048828125,366.2699890136719,372.4599914550781,369.3152770996094,4248300
2022-05-27,374.94000244140625,381.8599853515625,374.79998779296875,381.79998779296875,378.576416015625,3911800
2022-05-31,380.2300109863281,382.8500061035156,376.9200134277344,379.67999267578125,376.47430419921875,5016500
2022-06-01,381.6099853515625,382.6400146484375,374.1000061035156,376.5,373.3211975097656,4245800
2022-06-02,376.4100036621094,383.739990234375,374.20001220703125,383.6499938964844,380.41082763671875,3273700
2022-06-03,379.1099853515625,380.6000061035156,376.4800109863281,377.44000244140625,374.2532653808594,2749500
2022-06-06,381.3299865722656,382.9599914550781,377.4100036621094,378.4700012207031,375.2745361328125,2659500
2022-06-07,375.1600036621094,382.6099853515625,374.7099914550781,382.1700134277344,378.94329833984375,2649900
2022-06-08,380.5,382.2300109863281,377.260009765625,377.989990234375,374.798583984375,3436400
2022-06-09,376.239990234375,378.44000244140625,369.0199890136719,369.1000061035156,365.9836730957031,3022000
2022-06-10,362.92999267578125,363.69000244140625,358.2300109863281,358.2699890136719,355.2450866699219,7629700
2022-06-13,349.1099853515625,350.8399963378906,343.05999755859375,344.4599914550781,341.55169677734375,10399700
2022-06-14,346.3699951171875,347.32000732421875,340.57000732421875,343.6000061035156,340.698974609375,7584200
2022-06-15,346.82000732421875,352.8399963378906,341.9700012207031,348.5199890136719,345.577392578125,7887600
2022-06-16,340.4800109863281,340.8399963378906,334.57000732421875,337.07000732421875,334.2240905761719,8821900
2022-06-17,337.30999755859375,340.8699951171875,334.239990234375,337.95001220703125,335.0966796875,7084000
2022-06-21,343.19000244140625,347.5,343.1099853515625,346.2300109863281,343.3067932128906,5628300
2022-06-22,342.0799865722656,349.510009765625,341.6300048828125,345.5,342.5829162597656,4876100
2022-06-23,347.6300048828125,349.6099853515625,344.1400146484375,349.1300048828125,346.1822814941406,6708800
2022-06-24,352.0299987792969,360.0199890136719,351.9700012207031,360.0,356.9604797363281,5458600
2022-06-27,361.0,361.1499938964844,357.57000732421875,358.6499938964844,355.62188720703125,4608600
2022-06-28,360.0799865722656,362.8399963378906,350.8999938964844,350.8999938964844,347.93731689453125,8797800
2022-06-29,350.42999267578125,351.3599853515625,347.80999755859375,349.6400146484375,348.10858154296875,3775900
2022-06-30,345.8800048828125,349.8399963378906,342.45001220703125,346.8800048828125,345.3606872558594,7159600
2022-07-01,346.1600036621094,350.8299865722656,343.5899963378906,350.44000244140625,348.90509033203125,7481500
2022-07-05,345.4800109863281,351.1000061035156,342.7799987792969,351.05999755859375,349.5223693847656,6180600
2022-07-06,351.2300109863281,354.67999267578125,348.92999267578125,352.3299865722656,350.7867736816406,5450900
2022-07-07,354.010009765625,358.29998779296875,354.0,357.5,355.93414306640625,3737500
2022-07-08,355.9100036621094,359.04998779296875,354.4700012207031,357.2900085449219,355.72509765625,4791300
2022-07-11,354.8399963378906,355.57000732421875,352.510009765625,353.25,351.7027587890625,3491700
2022-07-12,352.6000061035156,354.8999938964844,348.3800048828125,349.989990234375,348.45703125,4080300
2022-07-13,344.739990234375,351.0,344.3699951171875,348.3599853515625,346.83416748046875,5603500
2022-07-14,343.4100036621094,347.95001220703125,341.04998779296875,347.44000244140625,345.918212890625,4624800
2022-07-15,351.7300109863281,354.1099853515625,349.79998779296875,354.010009765625,352.4594421386719,4520500
2022-07-18,356.9700012207031,357.6199951171875,349.9200134277344,351.0799865722656,349.5422668457031,3544900
2022-07-19,354.95001220703125,361.0899963378906,354.25,360.6099853515625,359.030517578125,3620200
2022-07-20,360.70001220703125,364.239990234375,359.45001220703125,362.9200134277344,361.3304138183594,4270600
2022-07-21,362.3599853515625,366.6199951171875,360.010009765625,366.5899963378906,364.9843444824219,4604000
2022-07-22,366.69000244140625,367.8399963378906,361.010009765625,363.25,361.6589660644531,4533900
2022-07-25,363.8399963378906,364.44000244140625,361.45001220703125,363.6099853515625,362.0173645019531,3902200
2022-07-26,362.1199951171875,362.2099914550781,358.45001220703125,359.25,357.6764831542969,2987200
2022-07-27,362.489990234375,370.3299865722656,362.2200012207031,368.6600036621094,367.0452880859375,4500300
2022-07-28,369.4200134277344,373.9100036621094,365.9800109863281,373.32000732421875,371.68487548828125,4345300
2022-07-29,374.7300109863281,379.6600036621094,373.92999267578125,378.7900085449219,377.13092041015625,5246400
2022-08-01,376.1199951171875,380.010009765625,375.44000244140625,377.6499938964844,375.9958801269531,4421400
2022-08-02,376.1099853515625,379.6300048828125,373.95001220703125,375.2099914550781,373.56658935546875,4132600
2022-08-03,377.19000244140625,382.1000061035156,376.9100036621094,381.07000732421875,379.40093994140625,3854800
2022-08-04,380.8800048828125,381.5299987792969,379.19000244140625,380.7699890136719,379.10223388671875,3410600
2022-08-05,376.6499938964844,380.70001220703125,376.5400085449219,379.9800109863281,378.3157043457031,2852100
2022-08-08,381.7799987792969,383.9100036621094,378.57000732421875,379.6400146484375,377.9772033691406,3450800
2022-08-09,379.0199890136719,379.4100036621094,377.1000061035156,378.1400146484375,376.4837646484375,2360500
2022-08-10,384.989990234375,386.2300109863281,383.1000061035156,386.05999755859375,384.3690490722656,3651000
2022-08-11,388.8699951171875,390.6499938964844,385.3999938964844,386.05999755859375,384.3690490722656,3575400
2022-08-12,387.95001220703125,392.7200012207031,387.0899963378906,392.6700134277344,390.95013427734375,3664400
2022-08-15,390.489990234375,394.760009765625,390.4599914550781,394.3500061035156,392.6227722167969,3203900
2022-08-16,393.239990234375,396.8900146484375,392.44000244140625,395.0400085449219,393.30975341796875,3864800
2022-08-17,391.55999755859375,394.8500061035156,390.2900085449219,392.3399963378906,390.6215515136719,3222300
2022-08-18,392.4200134277344,394.0199890136719,391.1700134277344,393.54998779296875,391.82623291015625,3258100
2022-08-19,390.70001220703125,390.95001220703125,387.25,388.1199951171875,386.4200439453125,2899000
2022-08-22,383.42999267578125,383.5400085449219,379.0899963378906,379.94000244140625,378.27587890625,4153700
2022-08-23,379.55999755859375,381.8699951171875,378.5199890136719,379.0400085449219,377.37982177734375,2869200
2022-08-24,378.8999938964844,381.5799865722656,378.17999267578125,380.19000244140625,378.5247802734375,2241200
2022-08-25,381.760009765625,385.7300109863281,380.70001220703125,385.7300109863281,384.04052734375,2631300
2022-08-26,385.54998779296875,386.04998779296875,372.510009765625,372.510009765625,370.87841796875,5153200
2022-08-29,369.7699890136719,373.04998779296875,368.7799987792969,370.04998779296875,368.4291687011719,4953200
2022-08-30,371.29998779296875,371.45001220703125,364.0199890136719,366.0299987792969,364.4267883300781,5044500
2022-08-31,367.6099853515625,368.7900085449219,363.1099853515625,363.1499938964844,361.55938720703125,4062500
